k,recall,precision,hit,mrr,ndcg
1,0.5361111111111111,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.5916666666666667
3,0.7069444444444444,0.26944444444444443,0.7416666666666667,0.6597222222222222,0.6554848058111374
5,0.7895833333333333,0.18500000000000003,0.825,0.6788888888888889,0.692464580811054
10,0.82875,0.09833333333333334,0.8583333333333333,0.6834920634920635,0.7069406589579703
15,0.8731944444444444,0.06944444444444445,0.8916666666666667,0.6860317460317461,0.7194508621158244
