k,recall,precision,hit,mrr,ndcg
1,0.5916666666666667,0.65,0.65,0.65,0.65
3,0.7586111111111111,0.2916666666666667,0.8,0.7180555555555556,0.7120492802568491
5,0.8140277777777778,0.19666666666666668,0.85,0.7293055555555555,0.7386624268066782
10,0.8643055555555555,0.10583333333333335,0.8833333333333333,0.7337599206349206,0.7565504495161723
15,0.8643055555555555,0.07055555555555555,0.8833333333333333,0.7337599206349206,0.7565504495161723
