k,recall,precision,hit,mrr,ndcg
1,0.6113888888888889,0.6916666666666667,0.6916666666666667,0.6916666666666667,0.6916666666666667
3,0.8008333333333333,0.325,0.825,0.75,0.7548966407156203
5,0.8848611111111111,0.21666666666666667,0.9083333333333333,0.76875,0.7889861357369231
10,0.9427777777777778,0.11583333333333333,0.9666666666666667,0.7763525132275132,0.8086909031006768
15,0.9483333333333334,0.07833333333333334,0.9666666666666667,0.7763525132275132,0.8107748435675527
